Title,link_url,institute,author,language,description,date,tags,ratings,votes
Habilidades para el Empleo. ¡Marca la diferencia en tu carrera profesional! (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x undefined https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x,Universitas Telefónica,Miríada X,Spanish,"Este curso está diseñado tanto para profesionales que busquen mejorar su perfil como candidatos en su búsqueda de empleo, o incluso para aquellos trabajadores en activo que deseen mejorar su desempeño a través del desarrollo de habilidades que denominamos ""transversales"". Se trata de aprender las destrezas necesarias aplicables a cualquier tipo de profesión y, en muchos casos, resultan ser el punto de diferenciación entre candidatos e incluso la clave de nuestros avances en nuestra carrera profesional. ¡Aprovecha la oportunidad!",Feb 25th 2019,"Job Skills,  Employment,  Employability,  Job Search",,
Conceptos Básicos de Estática: Análisis de Cuerpos Rígidos (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x undefined https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x,Universidad EAFIT,Miríada X,Spanish,"La Estática es la conjunción de la Física y las Matemáticas para solucionar problemas de la naturaleza con base en ecuaciones simples. Es una parte de la Mecánica Clásica en lo que se refiere a los cuerpos indeformables que además carecen de movimiento espacial o que se mueven con velocidad constante. En el curso conceptos básicos de Estática: Análisis de Cuerpos Rígidos, el estudiante logrará: Determinar los momentos originados por fuerzas aplicadas en un cuerpo rígido, deducir a partir de un sistema de fuerzas el sistema equivalente fuerza momento, definir de una forma clara el diagrama de cuerpo libre de fuerzas y momentos aplicados en un cuerpo rígido, y analizar a partir de las leyes de Newton el equilibrio de fuerzas y momentos en un cuerpo rígido.",Feb 25th 2019,"Static,  Physics,  Math,  Mathematics,  Classical Mechanics",,
M103: Basic Cluster Administration (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m103-basic-cluster-administration-mongodb undefined https://www.mooc-list.com/course/m103-basic-cluster-administration-mongodb,MongoDB University,MongoDB,English,Learn the essentials of database administration in MongoDB. This course will provide you with the tools and insight to administer basic MongoDB deployments with confidence.,Mar 12th 2019,"MongoDB,  Replication,  Sharding,  Databases,  MongoDB Clusters",Average: 1,(3 votes)
M121: The MongoDB Aggregation Framework (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m121-mongodb-aggregation-framework-mongodb undefined https://www.mooc-list.com/course/m121-mongodb-aggregation-framework-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's Aggregation Framework. This course will provide you with the knowledge to use MongoDB Aggregation Framework with confidence on your application development practices.,Mar 12th 2019,"MongoDB,  Aggregation Framework,  MongoDB Aggregation Framework,  Aggregation",Average: 2,(3 votes)
M201: MongoDB Performance (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m201-mongodb-performance-mongodb undefined https://www.mooc-list.com/course/m201-mongodb-performance-mongodb,MongoDB University,MongoDB,English,Learn how to optimize the performance of your MongoDB deployment. This course will cover how to use best practices for achieving performance at scale in a MongoDB system.,Mar 12th 2019,"MongoDB,  MongoDB Performance,  MongoDB Deployments",Average: 5,(7 votes)
M220J: MongoDB for Java Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb undefined https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Java application development with MongoDB. This course will teach you how to use MongoDB as the database for a Java application. You'll play the role of a back-end developer for a Java application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"Java,  MongoDB,  Databases,  Programming,  Developer,  NoSQL",Average: 6.1,(14 votes)
M220JS: MongoDB for Javascript Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb undefined https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Node.js application development with MongoDB. This course will teach you how to use MongoDB as the database for a Node.js application. You'll play the role of a back-end developer for a Node.js application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"MongoDB,  Javascript,  Node.js,  MFlix",Average: 3.9,(16 votes)
M220P: MongoDB for Python Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb undefined https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb,MongoDB University,MongoDB,English,Learn the essentials of Python application development with MongoDB. This course will teach you how to use MongoDB as the database for a Python application.,Mar 12th 2019,"MongoDB,  Python,  Python Programming,  Applications Development",,
M310: MongoDB Security (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m310-mongodb-security-mongodb undefined https://www.mooc-list.com/course/m310-mongodb-security-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's native and third-party integration security features and resources. This course will provide you with the knowledge to create secured deployments of MongoDB for production-ready environments.,Mar 12th 2019,"Security,  MongoDB Security,  MongoDB",Average: 5.6,(9 votes)
Introduction to Chemistry: Structures and Solutions (Coursera) More Info,https://www.mooc-list.com/course/introduction-chemistry-structures-and-solutions-coursera https://www.mooc-list.com/course/introduction-chemistry-structures-and-solutions-coursera,Duke University,Coursera,English,"This is an introductory course for students with limited background in chemistry; basic concepts such as atomic and molecular structure, solutions, phases of matter, and quantitative problem solving will be emphasized with the goal of preparing students for further study in chemistry.",Feb 25th 2019,"Chemistry
,  Molecular Structure
,  Molecules
,  Atom",Average: 6.3,(8 votes)
America's Written Constitution (Coursera) More Info,https://www.mooc-list.com/course/americas-written-constitution-coursera https://www.mooc-list.com/course/americas-written-constitution-coursera,Yale University,Coursera,English,"An introduction to the main themes of the American Constitution—popular sovereignty, separation of powers, federalism, and rights.",Feb 25th 2019,"American Law
,  US Constitution
,  Constitution
,  Law",Average: 8.5,(2 votes)
Hardware Security (Coursera) More Info,https://www.mooc-list.com/course/hardware-security-coursera https://www.mooc-list.com/course/hardware-security-coursera,"University of Maryland, College Park",Coursera,English,"In this course, we will study security and trust from the hardware perspective. Upon completing the course, students will understand the vulnerabilities in current digital system design flow and the physical attacks to these systems. They will learn that security starts from hardware design and be familiar with the tools and skills to build secure and trusted hardware.",Feb 25th 2019,"Hardware Security
,  Security
,  Hardware
,  Computer Science",Average: 4,(8 votes)
